name,suspicion,confidence,author_questions,editor_roles,genders_tagged
Ольга Неумывакина,woman_tagged_HE,very high,4658,626,HE
Ольга Хворова,woman_tagged_HE,very high,3068,1529,HE
Наталья Кудряшова,woman_tagged_HE,very high,1381,2881,HE
Ольга Кузьма,woman_tagged_HE,high,941,2278,HE
Татьяна Лещенко,woman_tagged_HE,high,2111,330,HE
Мария Клименко,woman_tagged_HE,high,436,1562,HE
Юлия Романовская,woman_tagged_HE,very high,630,849,HE
Оксана Балазанова,woman_tagged_HE,very high,242,1086,HE
Мария Трефилова,woman_tagged_HE,very high,337,924,HE
Ирина Шихова,woman_tagged_HE,very high,50,1169,HE
Татьяна Снеговская-Арш,woman_tagged_HE,high,349,844,HE
Ольга Ярославцева,woman_tagged_HE,very high,280,806,HE
Виктория Маландина,woman_tagged_HE,very high,216,774,HE
Анастасия Русова,woman_tagged_HE,very high,93,824,HE
Юлия Дидбаридзе,woman_tagged_HE,high,339,514,HE
Елена Орлова,woman_tagged_HE,very high,195,600,HE
Наталия Новыш,woman_tagged_HE,high,291,483,HE
Яна Азриэль,woman_tagged_HE,high,356,332,HE
Ирина Величко,woman_tagged_HE,high,611,0,HE
Лидия Иоффе,woman_tagged_HE,high,338,257,HE
Наталья Горелова,woman_tagged_HE,very high,139,372,HE
Юлия Воробьева,woman_tagged_HE,very high,4,499,HE
Юлия Лунёва,woman_tagged_HE,very high,188,310,HE
Валерия Комаровская,woman_tagged_HE,very high,39,427,HE
Марина Межова,woman_tagged_HE,very high,203,258,HE
Дарья Фирсова,woman_tagged_HE,very high,186,230,HE
Елена Каминская,woman_tagged_HE,very high,347,53,HE
Юлия Гафнер,woman_tagged_HE,high,271,120,HE
Наталья Голованова,woman_tagged_HE,very high,373,0,HE
Виктория Штратникова,woman_tagged_HE,very high,133,239,HE
Ирина Михлина,woman_tagged_HE,very high,148,214,HE
Людмила Полякова,woman_tagged_HE,very high,99,232,HE
Елена Потенко,woman_tagged_HE,high,155,157,HE
Надежда Чеботкова,woman_tagged_HE,very high,90,213,HE
Виктория Мелехсон,woman_tagged_HE,high,160,136,HE
Татьяна Аудерская,woman_tagged_HE,very high,280,0,HE
Ольга Ярошенко,woman_tagged_HE,high,176,96,HE
Марина Парр,woman_tagged_HE,high,128,137,HE
Елена Данилевич,woman_tagged_HE,high,100,159,HE
Виктория Казакевич,woman_tagged_HE,high,45,208,HE
Наталия Пачкова,woman_tagged_HE,very high,55,197,HE
Галина Наумова,woman_tagged_HE,very high,242,0,HE
Любовь Лодман,woman_tagged_HE,high,241,0,HE
Наталья Манусаджян,woman_tagged_HE,high,234,0,HE
Елена Морозова,woman_tagged_HE,very high,110,118,HE
Людмила Медведская,woman_tagged_HE,very high,174,54,HE
Дарья Засинец,woman_tagged_HE,high,20,208,HE
Екатерина Свешникова,woman_tagged_HE,very high,106,121,HE
Елена Сиволоб,woman_tagged_HE,high,227,0,HE
Юлия Бейнер,woman_tagged_HE,high,95,132,HE
Евгения Шмулевич,woman_tagged_HE,high,222,0,HE
Елена Фетисова,woman_tagged_HE,very high,27,194,HE
Ирина Тюрикова,woman_tagged_HE,very high,217,0,HE
Людмила Губаева,woman_tagged_HE,very high,53,158,HE
Светлана Бороздина,woman_tagged_HE,very high,209,0,HE
Наталия Турченко,woman_tagged_HE,high,38,171,HE
Екатерина Лобкова,woman_tagged_HE,very high,75,121,HE
Ирина Баяндина,woman_tagged_HE,very high,32,153,HE
Анна Виниченко,woman_tagged_HE,high,49,136,HE
Галина Буланова,woman_tagged_HE,very high,140,44,HE
Ольга Лейба,woman_tagged_HE,high,19,163,HE
Алиса Волкова,woman_tagged_HE,medium,114,67,HE
Татьяна Луговская,woman_tagged_HE,very high,176,0,HE
Татьяна Озерова,woman_tagged_HE,very high,175,0,HE
Алина Рожкова,woman_tagged_HE,very high,26,147,HE
Тамара Климович,woman_tagged_HE,high,173,0,HE
Анна Бограчёва,woman_tagged_HE,very high,82,90,HE
Вера Рабкина,woman_tagged_HE,very high,58,114,HE
Любовь Баладжаева,woman_tagged_HE,very high,7,165,HE
Нонна Сальникова,woman_tagged_HE,medium,11,161,HE
Ксения Пирогова,woman_tagged_HE,very high,85,85,HE
Наталия Криницкая,woman_tagged_HE,very high,100,65,HE
Татьяна Наумова,woman_tagged_HE,very high,63,102,HE
Марина Ножнина,woman_tagged_HE,very high,2,162,HE
Мария Крыленко,woman_tagged_HE,high,77,87,HE
Елена Ганькова,woman_tagged_HE,very high,133,26,HE
Елизавета Овдеенко,woman_tagged_HE,high,102,57,HE
Екатерина Коваль,woman_tagged_HE,high,12,147,HE
Елена Александрова,woman_tagged_HE,very high,153,0,HE
Тамара Пучко,woman_tagged_HE,high,152,0,HE
Ольга Березкина,woman_tagged_HE,very high,129,20,HE
Екатерина Сахарова,woman_tagged_HE,very high,42,105,HE
Любовь Бадикова,woman_tagged_HE,very high,10,132,HE
Екатерина Лукьянова,woman_tagged_HE,very high,21,121,HE
Юлия Воротникова,woman_tagged_HE,very high,105,31,HE
Наталья Бобрикова,woman_tagged_HE,very high,7,126,HE
Ольга Вострикова,woman_tagged_HE,very high,38,90,HE
Галина Островерхова,woman_tagged_HE,very high,127,0,HE
Екатерина Абрамова,woman_tagged_HE,very high,46,78,HE
Людмила Дауенова,woman_tagged_HE,very high,120,0,HE
Юлия Новик,woman_tagged_HE,high,68,52,HE
Лилия Куринная,woman_tagged_HE,very high,119,0,HE
Елена Венгерская,woman_tagged_HE,very high,80,38,HE
Оксана Евзикова,woman_tagged_HE,very high,118,0,HE
Елена Щепкина,woman_tagged_HE,very high,12,105,HE
Елена Немец,woman_tagged_HE,high,99,17,HE
Татьяна Кукина,woman_tagged_HE,very high,114,0,HE
Юлия Кощеева,woman_tagged_HE,very high,85,27,HE
Ирина Ладвищенко,woman_tagged_HE,high,13,99,HE
Анастасия Рубашкина,woman_tagged_HE,very high,70,40,HE
Елена Гинзбург,woman_tagged_HE,high,110,0,HE
Екатерина Доцюк,woman_tagged_HE,high,24,84,HE
Любовь Кочанова,woman_tagged_HE,very high,62,45,HE
Лариса Диканская,woman_tagged_HE,very high,106,0,HE
Лариса Бездудная,woman_tagged_HE,very high,105,0,HE
Евгения Ширяева,woman_tagged_HE,very high,46,58,HE
Дарья Аммосова,woman_tagged_HE,very high,98,0,HE
Нина Анашина,woman_tagged_HE,very high,96,0,HE
Светлана Орлова,woman_tagged_HE,very high,56,39,HE
Майя Разорёнова,woman_tagged_HE,very high,7,88,HE
Анастасия Морозова,woman_tagged_HE,very high,30,65,HE
Арина Шеповалова,woman_tagged_HE,very high,28,67,HE
Ирина Хан,woman_tagged_HE,high,95,0,HE
Ася Самойлова,woman_tagged_HE,medium,34,61,HE
Евгения Канищева,woman_tagged_HE,very high,94,0,HE
Юлия Фукельман,woman_tagged_HE,high,14,80,HE
Марина Ермак,woman_tagged_HE,high,9,85,HE
Дария Жылкыбаева,woman_tagged_HE,medium,43,51,HE
Олеся Доронина,woman_tagged_HE,very high,1,92,HE
Дарья Коровкина,woman_tagged_HE,very high,35,58,HE
Мария Воронец,woman_tagged_HE,high,43,50,HE
Ирина Пинегина,woman_tagged_HE,very high,28,63,HE
Алина Иванова,woman_tagged_HE,very high,90,0,HE
Анна Бабушкина,woman_tagged_HE,very high,75,14,HE
Екатерина Скворцова,woman_tagged_HE,very high,34,55,HE
Ольга Ковалева,woman_tagged_HE,very high,0,88,HE
Юлия Балунда,woman_tagged_HE,high,33,55,HE
Кристина Кораблина,woman_tagged_HE,very high,18,68,HE
Мария Киут,woman_tagged_HE,high,4,80,HE
Лидия Сомова,woman_tagged_HE,very high,44,38,HE
Екатерина Самусенко,woman_tagged_HE,high,41,40,HE
Ольга Резницкая,woman_tagged_HE,very high,27,53,HE
Анастасия Балмакова,woman_tagged_HE,very high,41,38,HE
Анна Врублевская,woman_tagged_HE,very high,79,0,HE
Елена Болган,woman_tagged_HE,high,22,57,HE
Ирина Палфинова,woman_tagged_HE,very high,78,0,HE
Любовь Крючкова,woman_tagged_HE,very high,76,0,HE
Наталья Шабрыкина,woman_tagged_HE,very high,76,0,HE
Екатерина Говорущенко,woman_tagged_HE,high,75,0,HE
Марина Краснер,woman_tagged_HE,high,18,56,HE
Инна Пискун,woman_tagged_HE,high,74,0,HE
Ирина Кофман,woman_tagged_HE,high,74,0,HE
Анна Дуплищева,woman_tagged_HE,very high,72,0,HE
Анастасия Дробышева,woman_tagged_HE,very high,30,42,HE
Анастасия Мартынова,woman_tagged_HE,very high,54,17,HE
Ольга Цейтлин,woman_tagged_HE,high,8,63,HE
Екатерина Никитина,woman_tagged_HE,very high,70,0,HE
Наталья Степурина,woman_tagged_HE,very high,30,40,HE
Марина Верцешук,woman_tagged_HE,high,46,23,HE
Галина Залесская,woman_tagged_HE,very high,68,0,HE
Евгения Колпащикова,woman_tagged_HE,very high,26,42,HE
Татьяна Давидюк,woman_tagged_HE,high,28,40,HE
Наиля Курмашёва,woman_tagged_HE,medium,68,0,HE
Наталия Рыжанова,woman_tagged_HE,very high,67,0,HE
Лариса Архипова,woman_tagged_HE,very high,67,0,HE
Наталья Софилканич,woman_tagged_HE,high,66,0,HE
Анастасия Крюкова,woman_tagged_HE,very high,25,40,HE
Вера Назарова,woman_tagged_HE,very high,64,0,HE
Инна Семёнова,woman_tagged_HE,very high,29,34,HE
Ольга Мордвина,woman_tagged_HE,very high,63,0,HE
Юлия Смирнова,woman_tagged_HE,very high,61,0,HE
Ксения Милова,woman_tagged_HE,very high,0,61,HE
Екатерина Беленко,woman_tagged_HE,high,61,0,HE
Соня Шнайдер,woman_tagged_HE,high,61,0,HE
Александра Сладкова,woman_tagged_HE,medium,10,51,HE
Алиса Чернявская,woman_tagged_HE,medium,0,61,HE
Мария Деева,woman_tagged_HE,very high,5,55,HE
Елена Богловская,woman_tagged_HE,very high,60,0,HE
Ангелина Барканова,woman_tagged_HE,very high,5,55,HE
Елена Лукаш,woman_tagged_HE,high,18,42,HE
Наталья Реброва,woman_tagged_HE,very high,59,0,HE
Ольга Ивенская,woman_tagged_HE,very high,59,0,HE
Юлия Маляревич,woman_tagged_HE,high,25,34,HE
Анастасия Литвиненко,woman_tagged_HE,high,37,22,HE
Татьяна Алдошина,woman_tagged_HE,very high,58,0,HE
Екатерина Мереминская,woman_tagged_HE,very high,58,0,HE
Анастасия Саврасова,woman_tagged_HE,very high,9,48,HE
Анита Корчагина,woman_tagged_HE,medium,15,42,HE
Екатерина Лукьянцева,woman_tagged_HE,very high,22,34,HE
Ольга Мельникова,woman_tagged_HE,very high,55,0,HE
Ирина Мягкова,woman_tagged_HE,very high,55,0,HE
Екатерина Юрьева,woman_tagged_HE,very high,15,40,HE
Вера Бекелева,woman_tagged_HE,very high,54,0,HE
Софья Вискова,woman_tagged_HE,very high,54,0,HE
Ирина Колесникова,woman_tagged_HE,very high,54,0,HE
Ольга Климович,woman_tagged_HE,high,54,0,HE
Анна Дубина-Красковская,woman_tagged_HE,very high,11,42,HE
Диана Агейченкова,woman_tagged_HE,very high,37,16,HE
Ангелина Теодорович,woman_tagged_HE,high,31,22,HE
Жанна Сидорук,woman_tagged_HE,high,23,30,HE
Александра Киланова,woman_tagged_HE,medium,53,0,HE
Ирина Прокофьева,woman_tagged_HE,very high,52,0,HE
Яна Гайдарова,woman_tagged_HE,very high,24,28,HE
Надежда Чуйко,woman_tagged_HE,high,52,0,HE
Екатерина Тапильская,woman_tagged_HE,very high,9,42,HE
Дарья Коротина,woman_tagged_HE,very high,51,0,HE
Евгения Федорущенко,woman_tagged_HE,high,51,0,HE
Людмила Матвиенко,woman_tagged_HE,high,51,0,HE
Мария Эйхгольц,woman_tagged_HE,high,8,43,HE
Ольга Гурфова,woman_tagged_HE,very high,2,48,HE
Елизавета Донцова,woman_tagged_HE,very high,9,41,HE
Дарья Горбачёва,woman_tagged_HE,very high,23,26,HE
Евгения Шарипова,woman_tagged_HE,very high,17,32,HE
Любовь Тамаркина,woman_tagged_HE,very high,49,0,HE
Анастасия Егорова,woman_tagged_HE,very high,49,0,HE
Анна Хмельницкая,woman_tagged_HE,very high,49,0,HE
Татьяна Ярославцева,woman_tagged_HE,very high,9,40,HE
Ирина Пашанина,woman_tagged_HE,very high,47,0,HE
Наталья Горкальцева,woman_tagged_HE,very high,47,0,HE
Марина Загребельная,woman_tagged_HE,very high,47,0,HE
Дарья Леонова,woman_tagged_HE,very high,0,46,HE
Анастасия Волкова,woman_tagged_HE,very high,43,3,HE
Светлана Переверзева,woman_tagged_HE,very high,45,0,HE
Татьяна Барская,woman_tagged_HE,very high,45,0,HE
Мария Батутина,woman_tagged_HE,very high,5,40,HE
Екатерина Андрющенко,woman_tagged_HE,high,45,0,HE
Юлия Лапшина,woman_tagged_HE,very high,16,28,HE
Алёна Повышева,woman_tagged_HE,very high,13,30,HE
Юлия Петрова,woman_tagged_HE,very high,43,0,HE
Ольга Елисеева,woman_tagged_HE,very high,43,0,HE
Анна Ялынычева,woman_tagged_HE,very high,3,40,HE
Алина Хаматнурова,woman_tagged_HE,very high,14,29,HE
Людмила Шувалова,woman_tagged_HE,very high,42,0,HE
Елена Кочемировская,woman_tagged_HE,very high,8,34,HE
Екатерина Дубровская,woman_tagged_HE,very high,3,39,HE
Елизавета Лысенко,woman_tagged_HE,high,9,33,HE
Мария Колосовская,woman_tagged_HE,very high,41,0,HE
Алина Юсупова,woman_tagged_HE,very high,1,40,HE
Ольга Агаханова,woman_tagged_HE,very high,8,33,HE
Елена Фомина,woman_tagged_HE,very high,41,0,HE
Яна Волкова,woman_tagged_HE,very high,41,0,HE
Софья Осминкина,woman_tagged_HE,very high,41,0,HE
Наталья Кураликова,woman_tagged_HE,very high,1,40,HE
Дарья Русакова,woman_tagged_HE,very high,40,0,HE
Валентина Андреева,woman_tagged_HE,very high,0,40,HE
Елена Пахомова,woman_tagged_HE,very high,1,39,HE
Галина Музычка,woman_tagged_HE,high,0,40,HE
Ирина Каглян,woman_tagged_HE,high,0,40,HE
Анна Смирнова,woman_tagged_HE,very high,39,0,HE
Ксения Езерская,woman_tagged_HE,very high,1,38,HE
Дарья Костенко,woman_tagged_HE,high,7,32,HE
Татьяна Бороздина,woman_tagged_HE,very high,38,0,HE
Елена Штемберг,woman_tagged_HE,high,38,0,HE
Елизавета Мельник,woman_tagged_HE,high,4,34,HE
Галина Пактовская,woman_tagged_HE,very high,20,17,HE
Екатерина Смирнова,woman_tagged_HE,very high,37,0,HE
Светлана Бурлак,woman_tagged_HE,high,37,0,HE
Алена Романенко,woman_tagged_HE,high,11,26,HE
Татьяна Мороз,woman_tagged_HE,high,22,15,HE
Анна Толкачёва,woman_tagged_HE,very high,36,0,HE
Дарья Бычкова,woman_tagged_HE,very high,22,14,HE
Ольга Никитина,woman_tagged_HE,very high,36,0,HE
Елена Антонова,woman_tagged_HE,very high,22,14,HE
Ольга Кашина,woman_tagged_HE,very high,36,0,HE
Анна Резникова,woman_tagged_HE,very high,36,0,HE
Дарья Теплякова,woman_tagged_HE,very high,14,22,HE
Юлия Ольштейн,woman_tagged_HE,high,36,0,HE
Марина Розенбаум,woman_tagged_HE,high,36,0,HE
Татьяна Моносова,woman_tagged_HE,very high,35,0,HE
Ирина Никонец,woman_tagged_HE,high,35,0,HE
Ольга Шишко,woman_tagged_HE,high,35,0,HE
Юлия Милова,woman_tagged_HE,very high,26,8,HE
Анна Орлова,woman_tagged_HE,very high,34,0,HE
Анна Белкина,woman_tagged_HE,very high,34,0,HE
Марина Александрова,woman_tagged_HE,very high,8,26,HE
Валентина Ткачёва,woman_tagged_HE,very high,19,15,HE
Елена Карапетян,woman_tagged_HE,high,34,0,HE
Станислава Журавлева,woman_tagged_HE,medium,34,0,HE
Александра Чирятьева,woman_tagged_HE,medium,16,18,HE
Мария Коврижкина,woman_tagged_HE,very high,33,0,HE
Елена Коновалова,woman_tagged_HE,very high,33,0,HE
Ольга Левина,woman_tagged_HE,very high,33,0,HE
Лидия Иванова,woman_tagged_HE,very high,33,0,HE
Анна Свирина,woman_tagged_HE,very high,18,14,HE
Наталья Вострикова,woman_tagged_HE,very high,32,0,HE
София Рапопорт,woman_tagged_HE,high,32,0,HE
Анна Мкртчян,woman_tagged_HE,high,32,0,HE
Марина Бондаренко,woman_tagged_HE,high,18,14,HE
Рената Шуляковская,woman_tagged_HE,medium,4,28,HE
Дарья Фролова,woman_tagged_HE,very high,31,0,HE
Анна Зайцева,woman_tagged_HE,very high,31,0,HE
Дарья Каканова,woman_tagged_HE,very high,14,17,HE
Надежда Беспалова,woman_tagged_HE,very high,30,0,HE
Юлия Силинг,woman_tagged_HE,high,30,0,HE
Вероника Ромашова,woman_tagged_HE,very high,29,0,HE
Ира Шешнёва,woman_tagged_HE,very high,29,0,HE
Татьяна Топчева,woman_tagged_HE,very high,29,0,HE
Екатерина Сосенко,woman_tagged_HE,high,29,0,HE
Юлия Сергиенко,woman_tagged_HE,high,29,0,HE
Дениза Мансурова,woman_tagged_HE,medium,3,26,HE
Анна Коновалова,woman_tagged_HE,very high,28,0,HE
Екатерина Павлова,woman_tagged_HE,very high,28,0,HE
Светлана Кутергина,woman_tagged_HE,very high,28,0,HE
Мария Дроздова,woman_tagged_HE,very high,28,0,HE
Екатерина Ковалева,woman_tagged_HE,very high,28,0,HE
Галина Орлова-Стилиянова,woman_tagged_HE,very high,28,0,HE
Ольга Ефлова,woman_tagged_HE,very high,28,0,HE
Полина Дунаева,woman_tagged_HE,very high,13,15,HE
Мария Трощило,woman_tagged_HE,high,14,14,HE
Лилия Давидович,woman_tagged_HE,high,28,0,HE
Юлия Закс,woman_tagged_HE,high,28,0,HE
Екатерина Остапчук,woman_tagged_HE,high,1,27,HE
Елизавета Хадорич,woman_tagged_HE,high,2,26,HE
Лея Монина,woman_tagged_HE,medium,14,14,HE
Марина Лашина,woman_tagged_HE,very high,0,27,HE
Вероника Беляева,woman_tagged_HE,very high,13,14,HE
Елена Черных,woman_tagged_HE,high,27,0,HE
Юлия Рабинович,woman_tagged_HE,high,27,0,HE
Белла Шалмиева,woman_tagged_HE,medium,4,23,HE
Татьяна Соловьева,woman_tagged_HE,very high,26,0,HE
Надежда Напольская,woman_tagged_HE,very high,10,16,HE
Мария Докучаева,woman_tagged_HE,very high,10,16,HE
Диана Ильягуева,woman_tagged_HE,very high,12,14,HE
Мария Асадуллина,woman_tagged_HE,very high,26,0,HE
Мария Киселёва,woman_tagged_HE,very high,0,26,HE
Виолетта Слесаренко-Крайнова,woman_tagged_HE,very high,26,0,HE
Татьяна Макаронова,woman_tagged_HE,very high,26,0,HE
Евгения Синичкина,woman_tagged_HE,very high,26,0,HE
Дарья Любинская,woman_tagged_HE,very high,12,14,HE
Алёна Бариева,woman_tagged_HE,very high,12,14,HE
Наталья Райбман,woman_tagged_HE,high,26,0,HE
Анна Майсюк,woman_tagged_HE,high,26,0,HE
Виктория Туйск,woman_tagged_HE,high,26,0,HE
Екатерина Дорошенко,woman_tagged_HE,high,11,15,HE
София Байдюк,woman_tagged_HE,high,12,14,HE
Ирина Данилюк,woman_tagged_HE,high,12,14,HE
Мария Бабичева,woman_tagged_HE,very high,9,16,HE
Маргарита Савицкая,woman_tagged_HE,very high,8,17,HE
Ксения Дмитриева,woman_tagged_HE,very high,25,0,HE
Наталья Сычёва,woman_tagged_HE,very high,25,0,HE
Ольга Болдова,woman_tagged_HE,very high,25,0,HE
Анна Пищулина,woman_tagged_HE,very high,25,0,HE
Вера Круз,woman_tagged_HE,high,9,16,HE
Любовь Пиварелис,woman_tagged_HE,high,25,0,HE
Наталья Черных,woman_tagged_HE,high,25,0,HE
Софья Чайкун,woman_tagged_HE,high,11,14,HE
Анна Гутерман,woman_tagged_HE,high,25,0,HE
Татьяна Апине,woman_tagged_HE,high,25,0,HE
Кира Золотовская,woman_tagged_HE,medium,10,15,HE
Наталья Самсонова,woman_tagged_HE,very high,24,0,HE
Виктория Кузнецова,woman_tagged_HE,very high,24,0,HE
Анна Белицкая,woman_tagged_HE,very high,24,0,HE
Светлана Морозова,woman_tagged_HE,very high,24,0,HE
Алина Воронина,woman_tagged_HE,very high,7,17,HE
Марина Кривиц,woman_tagged_HE,high,24,0,HE
Елена Клейн,woman_tagged_HE,high,24,0,HE
Марина Шода,woman_tagged_HE,high,24,0,HE
Елена Погребатько,woman_tagged_HE,high,24,0,HE
Анастасия Щур,woman_tagged_HE,high,7,17,HE
Александра Косолапова,woman_tagged_HE,medium,23,1,HE
Ирина Зайковская,woman_tagged_HE,very high,23,0,HE
Галина Бирюкова,woman_tagged_HE,very high,23,0,HE
Ирина Чудиновских,woman_tagged_HE,high,23,0,HE
Татьяна Тарасова,woman_tagged_HE,very high,22,0,HE
Динара Адылова,woman_tagged_HE,very high,22,0,HE
Анастасия Мишкина,woman_tagged_HE,very high,22,0,HE
Олеся Роменская,woman_tagged_HE,very high,8,14,HE
Полина Завтрикова,woman_tagged_HE,very high,22,0,HE
Татьяна Янович,woman_tagged_HE,high,22,0,HE
Алена Малько,woman_tagged_HE,high,22,0,HE
Анастасия Каганович,woman_tagged_HE,high,8,14,HE
Александра Генова,woman_tagged_HE,medium,8,14,HE
Анна Трушкина,woman_tagged_HE,very high,21,0,HE
Екатерина Федякова,woman_tagged_HE,very high,21,0,HE
Марина Левина,woman_tagged_HE,very high,21,0,HE
Алена Шведчикова,woman_tagged_HE,very high,21,0,HE
Евгения Байбакова,woman_tagged_HE,very high,21,0,HE
Ирина Прушинская,woman_tagged_HE,very high,21,0,HE
Вероника Лапина,woman_tagged_HE,very high,21,0,HE
Наталья Бурковская,woman_tagged_HE,very high,21,0,HE
Виктория Воронежская,woman_tagged_HE,very high,21,0,HE
Елена Демидова,woman_tagged_HE,very high,21,0,HE
Юлия Кудрявцева,woman_tagged_HE,very high,21,0,HE
Светлана Барская,woman_tagged_HE,very high,6,15,HE
Галина Потапова,woman_tagged_HE,very high,21,0,HE
Дарья Горянина,woman_tagged_HE,very high,7,14,HE
Варвара Капитульская,woman_tagged_HE,very high,6,15,HE
Анна Мошкорина,woman_tagged_HE,very high,7,14,HE
Лариса Стрильчук,woman_tagged_HE,high,21,0,HE
Ольга Клиот,woman_tagged_HE,high,21,0,HE
Эвелина Баранская,woman_tagged_HE,medium,21,0,HE
Анна Полетаева,woman_tagged_HE,very high,20,0,HE
Екатерина Гусева,woman_tagged_HE,very high,20,0,HE
Татьяна Алексеева,woman_tagged_HE,very high,20,0,HE
Юлия Калюкова,woman_tagged_HE,very high,20,0,HE
Ольга Шиншинова,woman_tagged_HE,very high,6,14,HE
Дарья Базовкина,woman_tagged_HE,very high,20,0,HE
Ирина Резникова,woman_tagged_HE,very high,20,0,HE
Наталья Щукина,woman_tagged_HE,very high,20,0,HE
Татьяна Гуляева,woman_tagged_HE,very high,20,0,HE
Арина Баранова,woman_tagged_HE,very high,6,14,HE
Ксения Баранова,woman_tagged_HE,very high,6,14,HE
Мария Юнгер,woman_tagged_HE,high,20,0,HE
Ника Агладзе,woman_tagged_HE,high,20,0,HE
Людмила Балаба,woman_tagged_HE,high,20,0,HE
Инна Друзь,woman_tagged_HE,high,20,0,HE
Елена Пасечник,woman_tagged_HE,high,20,0,HE
Яна Ют,woman_tagged_HE,high,20,0,HE
Марьяна Скуратовская,woman_tagged_HE,medium,20,0,HE
Алия Агаева,woman_tagged_HE,medium,4,16,HE
Юлия Максимцова,woman_tagged_HE,very high,19,0,HE
Екатерина Лапина,woman_tagged_HE,very high,19,0,HE
Мария Лазарева,woman_tagged_HE,very high,19,0,HE
Полина Белостоцкая,woman_tagged_HE,very high,19,0,HE
Елена Жуковская,woman_tagged_HE,very high,19,0,HE
Елена Путилова,woman_tagged_HE,very high,19,0,HE
Яна Котловская,woman_tagged_HE,very high,19,0,HE
Анна Матвеева,woman_tagged_HE,very high,19,0,HE
Варвара Шатова,woman_tagged_HE,very high,5,14,HE
Анна Вашкевич,woman_tagged_HE,high,8,11,HE
Лариса Шапиро,woman_tagged_HE,high,19,0,HE
Анна Топаж,woman_tagged_HE,high,3,16,HE
Ольга Шевчук,woman_tagged_HE,high,19,0,HE
Оксана Корнеевец,woman_tagged_HE,high,5,14,HE
Мила Городницкая,woman_tagged_HE,medium,19,0,HE
Надежда Лейчинская,woman_tagged_HE,very high,18,0,HE
Екатерина Данина,woman_tagged_HE,very high,18,0,HE
Ольга Дымарская,woman_tagged_HE,very high,18,0,HE
Екатерина Белостоцкая,woman_tagged_HE,very high,18,0,HE
Вера Костягина,woman_tagged_HE,very high,18,0,HE
Ольга Макарова,woman_tagged_HE,very high,9,9,HE
Инна Цирлина,woman_tagged_HE,very high,18,0,HE
Анастасия Стебалина,woman_tagged_HE,very high,18,0,HE
Елена Кислицына,woman_tagged_HE,very high,18,0,HE
Марина Морозова,woman_tagged_HE,very high,18,0,HE
Елизавета Иванова,woman_tagged_HE,very high,18,0,HE
Татьяна Лещинская,woman_tagged_HE,very high,18,0,HE
Инна Грановская,woman_tagged_HE,very high,18,0,HE
Татьяна Мартынова,woman_tagged_HE,very high,18,0,HE
Лариса Антипова,woman_tagged_HE,very high,18,0,HE
Ксения Чиндарова,woman_tagged_HE,very high,18,0,HE
Анна Фёдорова,woman_tagged_HE,very high,1,17,HE
Светлана Абрамова,woman_tagged_HE,very high,2,16,HE
Жанна Касенова,woman_tagged_HE,very high,4,14,HE
Екатерина Новак,woman_tagged_HE,high,18,0,HE
Ирина Ющенко,woman_tagged_HE,high,18,0,HE
Ольга Зайденварг,woman_tagged_HE,high,18,0,HE
Виктория Головня,woman_tagged_HE,high,1,17,HE
Софья Болгаренко,woman_tagged_HE,high,3,15,HE
Александра Сахарова,woman_tagged_HE,medium,4,14,HE
Дарьяна Добрянская,woman_tagged_HE,medium,4,14,HE
Виктория Холодова,woman_tagged_HE,very high,17,0,HE
Анастасия Шутова,woman_tagged_HE,very high,17,0,HE
Мария Пилюгина,woman_tagged_HE,very high,17,0,HE
Дарья Гвоздёва,woman_tagged_HE,very high,17,0,HE
Нина Климина,woman_tagged_HE,very high,17,0,HE
Евгения Рычкова,woman_tagged_HE,very high,17,0,HE
Екатерина Кедрова,woman_tagged_HE,very high,17,0,HE
Юлия Малютина,woman_tagged_HE,very high,3,14,HE
Екатерина Цупикова,woman_tagged_HE,very high,17,0,HE
Екатерина Кузнецова,woman_tagged_HE,very high,16,1,HE
Екатерина Махина,woman_tagged_HE,very high,17,0,HE
Виктория Доронина,woman_tagged_HE,very high,17,0,HE
Евгения Далимаева,woman_tagged_HE,very high,17,0,HE
Оксана Коробейникова,woman_tagged_HE,very high,16,1,HE
Елизавета Кувайцева,woman_tagged_HE,very high,3,14,HE
Анна Булина,woman_tagged_HE,very high,1,16,HE
Екатерина Макоед,woman_tagged_HE,high,17,0,HE
Юлия Кириленко,woman_tagged_HE,high,17,0,HE
Екатерина Губарева,woman_tagged_HE,very high,16,0,HE
Ирина Оловянная,woman_tagged_HE,very high,16,0,HE
Лариса Ольховская,woman_tagged_HE,very high,16,0,HE
Ольга Сартакова,woman_tagged_HE,very high,16,0,HE
Наталья Зверева,woman_tagged_HE,very high,16,0,HE
Ольга Овсянникова,woman_tagged_HE,very high,16,0,HE
Екатерина Терешенкова,woman_tagged_HE,very high,15,1,HE
Анна Фролова,woman_tagged_HE,very high,1,15,HE
Дарья Беличенко,woman_tagged_HE,high,16,0,HE
Наталия Руберте,woman_tagged_HE,high,15,1,HE
Ирина Кац,woman_tagged_HE,high,16,0,HE
Мария Мартысевич,woman_tagged_HE,high,16,0,HE
Анна Фрид,woman_tagged_HE,high,16,0,HE
Наталия Кокоз,woman_tagged_HE,high,16,0,HE
Марина Жмудяк,woman_tagged_HE,high,16,0,HE
Наталья Левених,woman_tagged_HE,high,16,0,HE
